City,Country,Month,Avg,LowAvg,HighAvg,Lat,Long,Population
Abidjan,Côte D’Ivoire,1,74.43126551,41.91153846,83.86153846,5.3364,-4.0267,4980000
Abidjan,Côte D’Ivoire,2,75.75932171,57.76538462,84.94615385,5.3364,-4.0267,4980000
Abidjan,Côte D’Ivoire,3,79.9264268,50.62692308,85.68461538,5.3364,-4.0267,4980000
Abidjan,Côte D’Ivoire,4,77.2425641,36.73846154,85.73076923,5.3364,-4.0267,4980000
Abidjan,Côte D’Ivoire,5,78.25798817,29.15,85.12692308,5.3364,-4.0267,4980000
Abidjan,Côte D’Ivoire,6,72.16893333,53.316,82.648,5.3364,-4.0267,4980000
Abidjan,Côte D’Ivoire,7,70.48283871,52.772,79.928,5.3364,-4.0267,4980000
Abidjan,Côte D’Ivoire,8,73.14516129,38.92,78.268,5.3364,-4.0267,4980000
Abidjan,Côte D’Ivoire,9,73.064,45.752,79.528,5.3364,-4.0267,4980000
Abidjan,Côte D’Ivoire,10,79.62632258,75.324,82.176,5.3364,-4.0267,4980000
Abidjan,Côte D’Ivoire,11,73.29866667,33.984,83.796,5.3364,-4.0267,4980000
Abidjan,Côte D’Ivoire,12,73.92180242,39.872,84.236,5.3364,-4.0267,4980000
Abilene,United States,1,44.66104218,12.03461538,62.28076923,32.4543,-99.7384,116412
Abilene,United States,2,48.92123911,29.12307692,66.72692308,32.4543,-99.7384,116412
Abilene,United States,3,56.53312655,31.49615385,72.19230769,32.4543,-99.7384,116412
Abilene,United States,4,64.63333333,42.18076923,77.85,32.4543,-99.7384,116412
Abilene,United States,5,72.49827257,52.04230769,84.14230769,32.4543,-99.7384,116412
Abilene,United States,6,77.6484,57.292,86.84,32.4543,-99.7384,116412
Abilene,United States,7,83.41070968,74.992,89.404,32.4543,-99.7384,116412
Abilene,United States,8,82.54116129,60.128,89.48,32.4543,-99.7384,116412
Abilene,United States,9,75.68093333,56.068,84.932,32.4543,-99.7384,116412
Abilene,United States,10,65.83070968,48.56,78.768,32.4543,-99.7384,116412
Abilene,United States,11,54.59013333,35.644,69.968,32.4543,-99.7384,116412
Abilene,United States,12,44.59371774,11.796,64.008,32.4543,-99.7384,116412
Abu Dhabi,United Arab Emirates,1,66.03808933,43.08076923,73.71923077,24.4781,54.3686,1000000
Abu Dhabi,United Arab Emirates,2,69.24754168,56.76153846,79.81153846,24.4781,54.3686,1000000
Abu Dhabi,United Arab Emirates,3,74.35359801,60.28461538,86.5,24.4781,54.3686,1000000
Abu Dhabi,United Arab Emirates,4,80.91435897,46.81538462,91.33076923,24.4781,54.3686,1000000
Abu Dhabi,United Arab Emirates,5,88.50421836,68.41538462,96.70384615,24.4781,54.3686,1000000
Abu Dhabi,United Arab Emirates,6,92.0236,80.892,98.532,24.4781,54.3686,1000000
Abu Dhabi,United Arab Emirates,7,96.44658065,91.244,103.132,24.4781,54.3686,1000000
Abu Dhabi,United Arab Emirates,8,96.47058065,77.536,102.576,24.4781,54.3686,1000000
Abu Dhabi,United Arab Emirates,9,91.77653333,73.172,97.176,24.4781,54.3686,1000000
Abu Dhabi,United Arab Emirates,10,85.83793548,81.168,90.428,24.4781,54.3686,1000000
Abu Dhabi,United Arab Emirates,11,76.61786667,58.052,83.568,24.4781,54.3686,1000000
Abu Dhabi,United Arab Emirates,12,68.77115726,51.74,75.704,24.4781,54.3686,1000000
Addis Ababa,Ethiopia,1,18.05372208,-50.66153846,54.61153846,9.0272,38.7369,3041002
Addis Ababa,Ethiopia,2,30.65320197,-50.2,57.14230769,9.0272,38.7369,3041002
Addis Ababa,Ethiopia,3,27.7942928,-62.27692308,64.89230769,9.0272,38.7369,3041002
Addis Ababa,Ethiopia,4,19.6624359,-37.47307692,57.66153846,9.0272,38.7369,3041002
Addis Ababa,Ethiopia,5,21.17465881,-37.90384615,58.34230769,9.0272,38.7369,3041002
Addis Ababa,Ethiopia,6,22.75066667,-35.808,62.088,9.0272,38.7369,3041002
Addis Ababa,Ethiopia,7,20.88477419,-24.076,51.868,9.0272,38.7369,3041002
Addis Ababa,Ethiopia,8,29.49032258,-24.012,44.616,9.0272,38.7369,3041002
Addis Ababa,Ethiopia,9,32.1188,-11.412,46.14,9.0272,38.7369,3041002
Addis Ababa,Ethiopia,10,30.28658065,-23.668,47.424,9.0272,38.7369,3041002
Addis Ababa,Ethiopia,11,35.16186667,-42.752,59.284,9.0272,38.7369,3041002
Addis Ababa,Ethiopia,12,19.4827272,-51.57307692,46.62692308,9.0272,38.7369,3041002
Akron Canton,United States,1,26.98138958,-0.503846154,51.82307692,41.0814,81.519,198051
Akron Canton,United States,2,29.50904699,12.03846154,49.27692308,41.0814,81.519,198051
Akron Canton,United States,3,37.88858561,14.8,58.28076923,41.0814,81.519,198051
Akron Canton,United States,4,49.58282051,27.50384615,67.43461538,41.0814,81.519,198051
Akron Canton,United States,5,60.07866005,46.13461538,74.28076923,41.0814,81.519,198051
Akron Canton,United States,6,68.04146667,50.068,79.532,41.0814,81.519,198051
Akron Canton,United States,7,72.5716129,63.848,80.748,41.0814,81.519,198051
Akron Canton,United States,8,70.73677419,49.104,79.12,41.0814,81.519,198051
Akron Canton,United States,9,64.12173333,39.808,75.964,41.0814,81.519,198051
Akron Canton,United States,10,52.94103226,38.908,67.808,41.0814,81.519,198051
Akron Canton,United States,11,41.4204,26.04,59.296,41.0814,81.519,198051
Akron Canton,United States,12,31.45419355,10.56,50.356,41.0814,81.519,198051
Albany,United States,1,24.72320099,0.234615385,45.91923077,42.6664,-73.7987,586383
Albany,United States,2,27.35078155,9.580769231,43.86538462,42.6664,-73.7987,586383
Albany,United States,3,35.46414392,14.03846154,53.09230769,42.6664,-73.7987,586383
Albany,United States,4,47.61128205,28.46923077,65.33461538,42.6664,-73.7987,586383
Albany,United States,5,59.05189922,46.41923077,73.79230769,42.6664,-73.7987,586383
Albany,United States,6,67.10013333,50.12,79.056,42.6664,-73.7987,586383
Albany,United States,7,72.69251613,64.22,81.344,42.6664,-73.7987,586383
Albany,United States,8,70.45806452,48.792,79.364,42.6664,-73.7987,586383
Albany,United States,9,63.10293333,38.624,75.424,42.6664,-73.7987,586383
Albany,United States,10,51.44606452,37.728,66.064,42.6664,-73.7987,586383
Albany,United States,11,40.28346667,25.316,58.14,42.6664,-73.7987,586383
Albany,United States,12,30.00877419,10.036,47.344,42.6664,-73.7987,586383
Albuquerque,United States,1,36.96563275,11.16153846,47.99230769,35.1053,-106.6464,761195
Albuquerque,United States,2,42.32039598,28.45769231,53.01538462,35.1053,-106.6464,761195
Albuquerque,United States,3,49.39292804,25.64615385,62.18076923,35.1053,-106.6464,761195
Albuquerque,United States,4,56.33064103,31.23461538,69.02307692,35.1053,-106.6464,761195
Albuquerque,United States,5,66.53776484,45.76153846,77.56538462,35.1053,-106.6464,761195
Albuquerque,United States,6,75.81173333,52.7,84.456,35.1053,-106.6464,761195
Albuquerque,United States,7,78.58735484,70.036,85.672,35.1053,-106.6464,761195
Albuquerque,United States,8,76.13496774,61.9,82.816,35.1053,-106.6464,761195
Albuquerque,United States,9,70.204,52.032,79.052,35.1053,-106.6464,761195
Albuquerque,United States,10,58.52890323,43.528,69.98,35.1053,-106.6464,761195
Albuquerque,United States,11,46.29013333,31.276,57.172,35.1053,-106.6464,761195
Albuquerque,United States,12,36.12748387,13.468,48.556,35.1053,-106.6464,761195
Algiers,Algeria,1,50.91637717,22.68461538,60.56153846,36.7764,3.0586,3415811
Algiers,Algeria,2,51.68642005,33.95384615,61.07307692,36.7764,3.0586,3415811
Algiers,Algeria,3,56.05818859,41.73846154,67.24615385,36.7764,3.0586,3415811
Algiers,Algeria,4,59.84884615,41.56923077,68.73461538,36.7764,3.0586,3415811
Algiers,Algeria,5,65.06297003,46.72692308,74.63461538,36.7764,3.0586,3415811
Algiers,Algeria,6,72.2404,59.44,81.304,36.7764,3.0586,3415811
Algiers,Algeria,7,78.46916129,73.36,85.32,36.7764,3.0586,3415811
Algiers,Algeria,8,78.86516129,60.876,87.364,36.7764,3.0586,3415811
Algiers,Algeria,9,73.7808,47.784,82.896,36.7764,3.0586,3415811
Algiers,Algeria,10,68.24167742,59.516,78.356,36.7764,3.0586,3415811
Algiers,Algeria,11,58.21266667,38.632,70.4,36.7764,3.0586,3415811
Algiers,Algeria,12,52.42239113,34.8,62.564,36.7764,3.0586,3415811
Allentown,United States,1,29.66550868,4.5,50.24615385,40.5961,-75.4756,683794
Allentown,United States,2,32.23160288,16.41923077,47.10384615,40.5961,-75.4756,683794
Allentown,United States,3,40.13002481,20.16538462,56.55384615,40.5961,-75.4756,683794
Allentown,United States,4,51.14333333,26.86538462,68.55,40.5961,-75.4756,683794
Allentown,United States,5,61.30498187,49.25769231,75.30384615,40.5961,-75.4756,683794
Allentown,United States,6,68.21893333,39.156,80.428,40.5961,-75.4756,683794
Allentown,United States,7,74.7523871,66.456,83.136,40.5961,-75.4756,683794
Allentown,United States,8,72.46890323,50.788,81.168,40.5961,-75.4756,683794
Allentown,United States,9,65.37266667,35.448,77.104,40.5961,-75.4756,683794
Allentown,United States,10,54.44954839,40.956,68.612,40.5961,-75.4756,683794
Allentown,United States,11,43.25573333,29.384,60.468,40.5961,-75.4756,683794
Allentown,United States,12,34.03716129,16,52.284,40.5961,-75.4756,683794
Almaty,Kazakhstan,1,20.23908189,-8.242307692,35.08076923,43.25,76.9,1806833
Almaty,Kazakhstan,2,25.82826355,1.876923077,40.06538462,43.25,76.9,1806833
Almaty,Kazakhstan,3,40.12977667,17.87307692,57.80769231,43.25,76.9,1806833
Almaty,Kazakhstan,4,53.27961538,24.66153846,69.29230769,43.25,76.9,1806833
Almaty,Kazakhstan,5,61.95795079,37.15769231,74.77307692,43.25,76.9,1806833
Almaty,Kazakhstan,6,70.67293333,53.216,81.32,43.25,76.9,1806833
Almaty,Kazakhstan,7,75.36451613,57.984,85.384,43.25,76.9,1806833
Almaty,Kazakhstan,8,73.03006452,47.204,84.708,43.25,76.9,1806833
Almaty,Kazakhstan,9,63.02746667,30.244,78.06,43.25,76.9,1806833
Almaty,Kazakhstan,10,50.25483871,35.072,65.128,43.25,76.9,1806833
Almaty,Kazakhstan,11,35.15813333,10.776,52.28,43.25,76.9,1806833
Almaty,Kazakhstan,12,23.73339919,-5.176,38.744,43.25,76.9,1806833
Amarillo,United States,1,37.11823821,14.11923077,54.1,35.1988,-101.8311,205603
Amarillo,United States,2,40.17913509,20.51923077,58.11538462,35.1988,-101.8311,205603
Amarillo,United States,3,48.33151365,23.71538462,65.66153846,35.1988,-101.8311,205603
Amarillo,United States,4,55.56282051,28.2,71.39615385,35.1988,-101.8311,205603
Amarillo,United States,5,66.04103837,50.06538462,78.91538462,35.1988,-101.8311,205603
Amarillo,United States,6,74.22186667,57.172,84.22,35.1988,-101.8311,205603
Amarillo,United States,7,79.08219355,68.96,86.192,35.1988,-101.8311,205603
Amarillo,United States,8,76.88670968,60.236,84.6,35.1988,-101.8311,205603
Amarillo,United States,9,69.59266667,49.148,80.108,35.1988,-101.8311,205603
Amarillo,United States,10,58.06954839,41.552,71.832,35.1988,-101.8311,205603
Amarillo,United States,11,46.44106667,28.084,61.436,35.1988,-101.8311,205603
Amarillo,United States,12,36.59380645,12.484,54.004,35.1988,-101.8311,205603
Amman,Jordan,1,46.34937965,17.81153846,54.40384615,31.95,35.9333,4007526
Amman,Jordan,2,49.22985032,34.90384615,59.59230769,31.95,35.9333,4007526
Amman,Jordan,3,54.92059553,38.71153846,67.62692308,31.95,35.9333,4007526
Amman,Jordan,4,62.29615385,38.57307692,76.99615385,31.95,35.9333,4007526
Amman,Jordan,5,69.88995037,41.27307692,83.80769231,31.95,35.9333,4007526
Amman,Jordan,6,76.0196,61.484,86.364,31.95,35.9333,4007526
Amman,Jordan,7,80.31806452,73.524,87.692,31.95,35.9333,4007526
Amman,Jordan,8,79.60064516,67.088,86.748,31.95,35.9333,4007526
Amman,Jordan,9,75.3884,55.512,84.16,31.95,35.9333,4007526
Amman,Jordan,10,69.34154839,59.608,79.824,31.95,35.9333,4007526
Amman,Jordan,11,57.95213333,38.572,67.292,31.95,35.9333,4007526
Amman,Jordan,12,49.33315726,31.84,58.268,31.95,35.9333,4007526
Amsterdam,Netherlands,1,38.36277916,11.67692308,48.9,52.35,4.9166,1031000
Amsterdam,Netherlands,2,39.68958412,24.15,48.79615385,52.35,4.9166,1031000
Amsterdam,Netherlands,3,43.37084367,29.80384615,52.50384615,52.35,4.9166,1031000
Amsterdam,Netherlands,4,49.43576923,29.55769231,60.61538462,52.35,4.9166,1031000
Amsterdam,Netherlands,5,55.02355411,35.75,67.43076923,52.35,4.9166,1031000
Amsterdam,Netherlands,6,60.07653333,47.284,72.416,52.35,4.9166,1031000
Amsterdam,Netherlands,7,64.61225806,57.988,74.592,52.35,4.9166,1031000
Amsterdam,Netherlands,8,64.06954839,45.104,73.7,52.35,4.9166,1031000
Amsterdam,Netherlands,9,59.0344,40.648,66.812,52.35,4.9166,1031000
Amsterdam,Netherlands,10,52.90606452,43.728,61.476,52.35,4.9166,1031000
Amsterdam,Netherlands,11,44.64733333,24.996,55.2,52.35,4.9166,1031000
Amsterdam,Netherlands,12,39.05012903,17.788,50.996,52.35,4.9166,1031000
Anchorage,United States,1,17.20310174,-5.380769231,34.94230769,61.1508,-149.1091,247949
Anchorage,United States,2,22.25555135,6.326923077,36.12307692,61.1508,-149.1091,247949
Anchorage,United States,3,25.97394541,11.23076923,36.93461538,61.1508,-149.1091,247949
Anchorage,United States,4,37.47987179,21.94615385,46.81538462,61.1508,-149.1091,247949
Anchorage,United States,5,48.57865051,40.67692308,58.23076923,61.1508,-149.1091,247949
Anchorage,United States,6,55.13053333,43.064,64.24,61.1508,-149.1091,247949
Anchorage,United States,7,59.50193548,54.056,66.312,61.1508,-149.1091,247949
Anchorage,United States,8,57.12541935,39.748,64.456,61.1508,-149.1091,247949
Anchorage,United States,9,49.58826667,34.612,56.816,61.1508,-149.1091,247949
Anchorage,United States,10,37.11625806,24.492,47.852,61.1508,-149.1091,247949
Anchorage,United States,11,24.50253333,9.224,37.52,61.1508,-149.1091,247949
Anchorage,United States,12,19.37470968,-1.452,36.356,61.1508,-149.1091,247949
Ankara,Turkey,1,29.99888337,2.496153846,43.29230769,39.93,32.85,5503985
Ankara,Turkey,2,34.0328202,15.90769231,45.55384615,39.93,32.85,5503985
Ankara,Turkey,3,40.93734491,24.08846154,53.55384615,39.93,32.85,5503985
Ankara,Turkey,4,49.27115385,27.50769231,61.3,39.93,32.85,5503985
Ankara,Turkey,5,57.45817904,38.09615385,68.03076923,39.93,32.85,5503985
Ankara,Turkey,6,65.0696,49.896,74.816,39.93,32.85,5503985
Ankara,Turkey,7,72.54658065,64.528,81.044,39.93,32.85,5503985
Ankara,Turkey,8,72.368,51.428,80.82,39.93,32.85,5503985
Ankara,Turkey,9,63.28706667,41.744,73.032,39.93,32.85,5503985
Ankara,Turkey,10,53.01574194,41.316,63.452,39.93,32.85,5503985
Ankara,Turkey,11,40.77973333,20.624,52.24,39.93,32.85,5503985
Ankara,Turkey,12,32.8488629,12.184,45.508,39.93,32.85,5503985
Antananarivo,Madagascar,1,66.15334988,33.32307692,74.11153846,-18.9386,47.5214,2610000
Antananarivo,Madagascar,2,68.34023304,47.71153846,73.67692308,-18.9386,47.5214,2610000
Antananarivo,Madagascar,3,68.832134,45.99230769,73.52692308,-18.9386,47.5214,2610000
Antananarivo,Madagascar,4,66.56487179,38.77307692,72.28461538,-18.9386,47.5214,2610000
Antananarivo,Madagascar,5,62.94279443,41.03076923,69.03846154,-18.9386,47.5214,2610000
Antananarivo,Madagascar,6,55.82266667,30.096,64.728,-18.9386,47.5214,2610000
Antananarivo,Madagascar,7,55.62,41.024,63.568,-18.9386,47.5214,2610000
Antananarivo,Madagascar,8,58.22619355,29.556,64.928,-18.9386,47.5214,2610000
Antananarivo,Madagascar,9,61.8108,43.936,69.26,-18.9386,47.5214,2610000
Antananarivo,Madagascar,10,63.20348387,40.236,71.596,-18.9386,47.5214,2610000
Antananarivo,Madagascar,11,67.19933333,47.964,72.884,-18.9386,47.5214,2610000
Antananarivo,Madagascar,12,66.446125,32.344,73.572,-18.9386,47.5214,2610000
Ashgabat,Turkmenistan,1,38.22109181,11.71153846,52.93076923,37.9601,58.3261,1032000
Ashgabat,Turkmenistan,2,42.22572471,24.76538462,58.86538462,37.9601,58.3261,1032000
Ashgabat,Turkmenistan,3,52.34665012,32.30384615,69.26923077,37.9601,58.3261,1032000
Ashgabat,Turkmenistan,4,63.3675641,36.88076923,78.66538462,37.9601,58.3261,1032000
Ashgabat,Turkmenistan,5,74.7945314,50.12307692,87.07692308,37.9601,58.3261,1032000
Ashgabat,Turkmenistan,6,83.6532,59.688,93.688,37.9601,58.3261,1032000
Ashgabat,Turkmenistan,7,89.44877419,80.264,96.392,37.9601,58.3261,1032000
Ashgabat,Turkmenistan,8,86.08077419,55.536,94.728,37.9601,58.3261,1032000
Ashgabat,Turkmenistan,9,73.87946667,38.424,87.14,37.9601,58.3261,1032000
Ashgabat,Turkmenistan,10,58.87393548,43.428,78.132,37.9601,58.3261,1032000
Ashgabat,Turkmenistan,11,42.5328,14.38,57.584,37.9601,58.3261,1032000
Ashgabat,Turkmenistan,12,39.67984677,18.768,56.34,37.9601,58.3261,1032000
Asheville,United States,1,37.23163772,14.2,55.67307692,35.5704,-82.5536,312507
Asheville,United States,2,40.69430656,24.87307692,56.55769231,35.5704,-82.5536,312507
Asheville,United States,3,47.36451613,25.25384615,62.05769231,35.5704,-82.5536,312507
Asheville,United States,4,56.08358974,36.18076923,67.83076923,35.5704,-82.5536,312507
Asheville,United States,5,60.64587708,46.15769231,72.23461538,35.5704,-82.5536,312507
Asheville,United States,6,68.5252,49.572,76.248,35.5704,-82.5536,312507
Asheville,United States,7,71.37070968,59.824,78.444,35.5704,-82.5536,312507
Asheville,United States,8,71.69032258,52.772,77.468,35.5704,-82.5536,312507
Asheville,United States,9,66.45866667,50.38,73.872,35.5704,-82.5536,312507
Asheville,United States,10,56.47316129,42.64,67.616,35.5704,-82.5536,312507
Asheville,United States,11,46.3704,32.468,60.912,35.5704,-82.5536,312507
Asheville,United States,12,39.4483871,20.348,54.824,35.5704,-82.5536,312507
Athens,Greece,1,49.32544803,17.27777778,59.11666667,37.9794,23.7161,664046
Athens,Greece,2,50.1091133,25.66666667,59.47777778,37.9794,23.7161,664046
Athens,Greece,3,53.29516129,28.58888889,62.41666667,37.9794,23.7161,664046
Athens,Greece,4,59.89592593,43.45,67.46666667,37.9794,23.7161,664046
Athens,Greece,5,68.04301075,52.29444444,77.21666667,37.9794,23.7161,664046
Athens,Greece,6,67.81555556,51.93333333,87.05555556,37.9794,23.7161,664046
Athens,Greece,7,74.96129032,67.37777778,89.21111111,37.9794,23.7161,664046
Athens,Greece,8,74.15143369,58.13333333,90.07222222,37.9794,23.7161,664046
Athens,Greece,9,65.33333333,50.21111111,72.39444444,37.9794,23.7161,664046
Athens,Greece,10,57.60645161,48.16111111,64.75555556,37.9794,23.7161,664046
Athens,Greece,11,50.11833333,33.51111111,58.50555556,37.9794,23.7161,664046
Athens,Greece,12,44.27508961,26.69444444,62.33888889,37.9794,23.7161,664046
Atlanta,United States,1,43.92679901,16.77307692,61.17307692,33.7627,-84.4224,5449398
Atlanta,United States,2,47.82081754,31.68461538,62.4,33.7627,-84.4224,5449398
Atlanta,United States,3,55.15583127,37.96153846,68.35384615,33.7627,-84.4224,5449398
Atlanta,United States,4,62.60628205,42.25384615,73.3,33.7627,-84.4224,5449398
Atlanta,United States,5,70.64105745,58.67692308,79.18076923,33.7627,-84.4224,5449398
Atlanta,United States,6,76.12786667,62.508,83.976,33.7627,-84.4224,5449398
Atlanta,United States,7,79.56077419,72.876,85.18,33.7627,-84.4224,5449398
Atlanta,United States,8,78.832,65.5,84.856,33.7627,-84.4224,5449398
Atlanta,United States,9,73.81306667,56.656,80.8,33.7627,-84.4224,5449398
Atlanta,United States,10,63.89032258,48.984,74.18,33.7627,-84.4224,5449398
Atlanta,United States,11,53.28906667,38.548,66.464,33.7627,-84.4224,5449398
Atlanta,United States,12,45.92374194,26.488,61.352,33.7627,-84.4224,5449398
Atlantic City,United States,1,34.42493797,12.38461538,54.53461538,39.3797,-74.4527,237054
Atlantic City,United States,2,36.33494221,20.40384615,51.95384615,39.3797,-74.4527,237054
Atlantic City,United States,3,42.43337469,17.22307692,59.06153846,39.3797,-74.4527,237054
Atlantic City,United States,4,50.71128205,23.48076923,68.42307692,39.3797,-74.4527,237054
Atlantic City,United States,5,61.01753197,43.66538462,75.68076923,39.3797,-74.4527,237054
Atlantic City,United States,6,70.278,53.36,82.656,39.3797,-74.4527,237054
Atlantic City,United States,7,75.04270968,40.256,85.604,39.3797,-74.4527,237054
Atlantic City,United States,8,74.14787097,46.532,83.172,39.3797,-74.4527,237054
Atlantic City,United States,9,67.12853333,32.008,78.712,39.3797,-74.4527,237054
Atlantic City,United States,10,57.3723871,37.608,71.504,39.3797,-74.4527,237054
Atlantic City,United States,11,46.17773333,26.612,62.744,39.3797,-74.4527,237054
Atlantic City,United States,12,38.49174194,19.592,57.408,39.3797,-74.4527,237054
Auckland,New Zealand,1,66.52667494,30.46153846,72.33076923,-36.85,174.7833,1467800
Auckland,New Zealand,2,67.69875426,44.94615385,72.91538462,-36.85,174.7833,1467800
Auckland,New Zealand,3,65.2983871,47.97307692,70.75769231,-36.85,174.7833,1467800
Auckland,New Zealand,4,61.29782051,43.00384615,68.06923077,-36.85,174.7833,1467800
Auckland,New Zealand,5,56.02016606,26.21153846,64.34615385,-36.85,174.7833,1467800
Auckland,New Zealand,6,51.9992,33.9,60.66,-36.85,174.7833,1467800
Auckland,New Zealand,7,51.21083871,33.192,58.448,-36.85,174.7833,1467800
Auckland,New Zealand,8,52.76012903,40.776,58.416,-36.85,174.7833,1467800
Auckland,New Zealand,9,54.6128,20.2,60.924,-36.85,174.7833,1467800
Auckland,New Zealand,10,57.61341935,46.7,62.932,-36.85,174.7833,1467800
Auckland,New Zealand,11,59.50333333,30.544,65.992,-36.85,174.7833,1467800
Auckland,New Zealand,12,62.08814919,34.232,70.024,-36.85,174.7833,1467800
Austin,United States,1,50.52543424,28.78846154,68.46923077,30.3004,-97.7522,1687311
Austin,United States,2,54.52783251,37.73461538,70.18846154,30.3004,-97.7522,1687311
Austin,United States,3,60.94900744,38.38461538,73.54230769,30.3004,-97.7522,1687311
Austin,United States,4,65.23974359,42.31153846,78.18076923,30.3004,-97.7522,1687311
Austin,United States,5,75.03941592,58.51153846,82.77692308,30.3004,-97.7522,1687311
Austin,United States,6,79.88386667,60.796,86.628,30.3004,-97.7522,1687311
Austin,United States,7,83.62141935,77.632,87.684,30.3004,-97.7522,1687311
Austin,United States,8,83.77909677,63.16,88.808,30.3004,-97.7522,1687311
Austin,United States,9,78.52973333,61.532,85.9,30.3004,-97.7522,1687311
Austin,United States,10,69.43870968,54.188,81.016,30.3004,-97.7522,1687311
Austin,United States,11,59.38053333,42.392,74.924,30.3004,-97.7522,1687311
Austin,United States,12,50.94064516,30.092,69.844,30.3004,-97.7522,1687311
Baltimore,United States,1,34.18635236,9.35,54.86538462,39.3051,-76.6144,2106068
Baltimore,United States,2,36.81977075,21.39230769,53.06538462,39.3051,-76.6144,2106068
Baltimore,United States,3,44.48771712,23.91153846,62.1,39.3051,-76.6144,2106068
Baltimore,United States,4,55.0175641,35.7,72.18461538,39.3051,-76.6144,2106068
Baltimore,United States,5,62.58345104,46.23461538,77.53846154,39.3051,-76.6144,2106068
Baltimore,United States,6,70.92346667,48.98,83.376,39.3051,-76.6144,2106068
Baltimore,United States,7,77.732,69.36,85.944,39.3051,-76.6144,2106068
Baltimore,United States,8,75.48348387,54.5,83.924,39.3051,-76.6144,2106068
Baltimore,United States,9,68.92093333,44.972,79.548,39.3051,-76.6144,2106068
Baltimore,United States,10,57.6483871,44.156,72.004,39.3051,-76.6144,2106068
Baltimore,United States,11,46.6112,32.932,62.628,39.3051,-76.6144,2106068
Baltimore,United States,12,37.97845161,19.572,56.256,39.3051,-76.6144,2106068
Bangkok,Thailand,1,69.94459203,54.17647059,74.16470588,13.75,100.5167,17066000
Bangkok,Thailand,2,72.64058968,67.21764706,75.73529412,13.75,100.5167,17066000
Bangkok,Thailand,3,74.57305503,67.8,77.84117647,13.75,100.5167,17066000
Bangkok,Thailand,4,75.61490196,59.42352941,79.3,13.75,100.5167,17066000
Bangkok,Thailand,5,74.86356736,69.74705882,78.93529412,13.75,100.5167,17066000
Bangkok,Thailand,6,73.09941176,59.74705882,77.72352941,13.75,100.5167,17066000
Bangkok,Thailand,7,73.94079696,69.72352941,77.28235294,13.75,100.5167,17066000
Bangkok,Thailand,8,73.41195446,58.69411765,77.01176471,13.75,100.5167,17066000
Bangkok,Thailand,9,72.41568627,58.36470588,75.88823529,13.75,100.5167,17066000
Bangkok,Thailand,10,71.85654649,57.38823529,75.81764706,13.75,100.5167,17066000
Bangkok,Thailand,11,69.498125,54.6,74.85,13.75,100.5167,17066000
Bangkok,Thailand,12,67.20403226,41.475,73.76875,13.75,100.5167,17066000
Bangui,Central African Republic,1,58.47977667,18.54230769,83.85769231,4.3732,18.5628,734350
Bangui,Central African Republic,2,73.50179045,28.30769231,86.83076923,4.3732,18.5628,734350
Bangui,Central African Republic,3,72.09342432,13.59615385,88.13461538,4.3732,18.5628,734350
Bangui,Central African Republic,4,67.51730769,-12.44615385,86.66923077,4.3732,18.5628,734350
Bangui,Central African Republic,5,67.23437679,-5.919230769,86.23846154,4.3732,18.5628,734350
Bangui,Central African Republic,6,69.02866667,11.416,83.812,4.3732,18.5628,734350
Bangui,Central African Republic,7,70.71225806,31.048,82.328,4.3732,18.5628,734350
Bangui,Central African Republic,8,68.11574194,10.664,81.68,4.3732,18.5628,734350
Bangui,Central African Republic,9,70.26266667,10.932,82.284,4.3732,18.5628,734350
Bangui,Central African Republic,10,65.0276129,24.544,81.656,4.3732,18.5628,734350
Bangui,Central African Republic,11,60.6516,4.22,82.656,4.3732,18.5628,734350
Bangui,Central African Republic,12,62.33996774,11.236,82.548,4.3732,18.5628,734350
Banjul,"Gambia, The",1,51.87284946,6.3625,73.14583333,13.4531,-16.5775,31356
Banjul,"Gambia, The",2,60.88756671,0.104166667,76.5,13.4531,-16.5775,31356
Banjul,"Gambia, The",3,63.76518817,28.92916667,78.30833333,13.4531,-16.5775,31356
Banjul,"Gambia, The",4,73.43611111,36.3375,83.9625,13.4531,-16.5775,31356
Banjul,"Gambia, The",5,69.55006203,15.99583333,83.63333333,13.4531,-16.5775,31356
Banjul,"Gambia, The",6,68.06855072,23.83478261,76.92173913,13.4531,-16.5775,31356
Banjul,"Gambia, The",7,68.11220196,23.87391304,76.41304348,13.4531,-16.5775,31356
Banjul,"Gambia, The",8,67.77601683,0.060869565,83.59130435,13.4531,-16.5775,31356
Banjul,"Gambia, The",9,50.92797101,-7.260869565,68.65217391,13.4531,-16.5775,31356
Banjul,"Gambia, The",10,51.6056101,9.091304348,77.02608696,13.4531,-16.5775,31356
Banjul,"Gambia, The",11,49.1042029,-15.46086957,84.57826087,13.4531,-16.5775,31356
Banjul,"Gambia, The",12,40.70269548,-17.22173913,73.70869565,13.4531,-16.5775,31356
Barcelona,Spain,1,48.66823821,25.44615385,57.04230769,41.3825,2.1769,4588000
Barcelona,Spain,2,50.15431508,37.95,57.61538462,41.3825,2.1769,4588000
Barcelona,Spain,3,53.8439206,41.55,60.1,41.3825,2.1769,4588000
Barcelona,Spain,4,57.73628205,40.26923077,63.75384615,41.3825,2.1769,4588000
Barcelona,Spain,5,62.91819049,45.31153846,69.76153846,41.3825,2.1769,4588000
Barcelona,Spain,6,70.3072,58.416,77.516,41.3825,2.1769,4588000
